	10025.Healthy	10036.Healthy	10037.Healthy	10048.Healthy	10058.Healthy	10060.Healthy	10064.Gastrectomy	10080.Healthy	10100.Healthy	10105.Healthy	10106.Healthy	10107.Healthy	10112.Gastrectomy	10114.Healthy	10132.Healthy	10156.Gastrectomy	10166.Gastrectomy	10167.Gastrectomy	10176.Gastrectomy	10183.Healthy	10189.Gastrectomy	10192.Gastrectomy	10197.Healthy	10205.Gastrectomy	10207.Healthy	10208.Healthy	10215.Healthy	10219.Healthy	10226.Healthy	10231.Healthy	10234.Gastrectomy	10244.Healthy	10246.Healthy	10250.Healthy	10257.Gastrectomy	10258.Healthy	10291.Gastrectomy	10297.Gastrectomy	10302.Healthy	10304.Healthy	10317.Healthy	10319.Gastrectomy	10321.Gastrectomy	10340.Healthy	10341.Healthy	10342.Gastrectomy	10354.Healthy	10355.Gastrectomy	10357.Healthy	10360.Gastrectomy	10369.Gastrectomy	10378.Healthy	10395.Gastrectomy	10423.Gastrectomy	10433.Gastrectomy	10451.Gastrectomy	10457.Gastrectomy	10463.Healthy	10465.Healthy	10486.Healthy	10487.Healthy	10501.Gastrectomy	10519.Healthy	10537.Healthy	10538.Gastrectomy	10540.Gastrectomy	10543.Healthy	10554.Gastrectomy	10558.Gastrectomy	10563.Gastrectomy	10599.Gastrectomy	10623.Gastrectomy	10632.Healthy	10647.Healthy	10657.Healthy	10659.Healthy	10673.Gastrectomy	10680.Gastrectomy	10684.Healthy	10690.Gastrectomy	10696.Gastrectomy	10698.Healthy	10701.Healthy	10703.Gastrectomy	10733.Healthy	10741.Healthy	10742.Gastrectomy	10751.Gastrectomy	10776.Healthy	10782.Gastrectomy	10784.Healthy	10791.Gastrectomy	10794.Healthy	10807.Healthy	10810.Gastrectomy	10850.Healthy
C00163_Propionate	37176.39202	36881.19714	21266.92848	18047.8771	200801.3098	26726.93731	37295	2758.080596	107050.2388	24201.39829	48608.95006	31554.53503	19761	18827.8062	24772.32491	7797	74232	21532	13157	42644.46978	14902.07447	43331.74375	25922	18893.57295	2482.2725364	2482.2725364	2482.2725364	75387.61177	2482.2725364	80001.76446	22334.88699	2482.2725364	55425.07479	47112.4998	34617.61781	2482.2725364	73954	11898.63763	56304.31979	13921.88116	28927.03221	102308	99403.34603	74682.35728	44753.025	68260.98493	20987.61606	189280.5252	37926.25708	38472	39734	51309.17612	29380	9980	17752	31136	55566	15315.19658	26347.87525	30780.56269	24110.15342	50370.48124	112336.1095	15850.86318	85782	86737	50291.83798	19260	42634	21202	30496	184485	34935.44938	94227.62253	109291.8132	31161.42494	47643	54826	58155.01695	55644	32498	102567.7595	41699.51048	44760	36004.07773	38432.9139	85827	58425	108978.1942	96957	10541.96812	41715	53894.56316	34406.90861	62918	43805.96389
C00170_5-Methylthioadenosine	25.27756432	9.696281775	33.06510456	12.67354167	12.25363262	8.681946446	1.252266984	2.080982983	14.34097839	6.261177091	6.168190535	3.116910826	1.252266984	11.72815981	3.250041884	1.252266984	1.252266984	1.252266984	1.252266984	1.252266984	10.51404954	21.59442616	1.252266984	5.565130147	13.51288778	34.09493638	31.45663779	8.1482939	17.25860878	17.58397856	13.71817856	18.48056629	14.55148374	49.41789275	7.860208272	15.13001548	1.252266984	8.180641753	6.892715524	17.12178702	16.21888661	1.252266984	12.47247908	11.93330353	13.48526967	11.70633584	22.98613122	17.38664607	7.222172154	1.252266984	1.252266984	21.35878007	1.252266984	11	1.252266984	1.252266984	1.252266984	10.48155931	7.758629301	14.98516235	1.39140776	11.36661286	11.30871021	11.15593311	1.252266984	1.252266984	10.76173853	2.7	1.252266984	1.252266984	1.252266984	20	7.420160741	8.567705972	8.24411232	6.480180736	1.252266984	1.252266984	18.29946124	1.252266984	1.252266984	16.74687304	8.400958163	9.8	15.28969458	4.663640919	9.6	1.252266984	14.86116373	22	17.82588973	11	9.268313936	6.48008271	12	4.743486784
C00178_Thymine	378.8461339	294.6410061	459.8742106	139.9020586	268.0118948	600.0957398	628	1171.85105	498.8965029	143.9833998	60.18917658	226.836412	583	588.2992181	96.8523851	618	3007	1518	1118	322.9838247	133.382662	54.170258922	1334	173.5300564	673.0714838	556.6446806	169.2195563	205.2540729	332.7415471	847.7867872	54.170258922	491.3646482	1340.97102	225.6078168	339.1782918	256.0151436	2096	430.5139633	132.5515164	54.170258922	54.170258922	1904	316.8881653	235.634936	273.0010444	134.303177	380.0320203	83.40930356	380.4709042	2241	1997	484.7979355	1384	2810	54.170258922	1463	1894	101.2312575	243.4885379	54.170258922	213.6923255	234.4148269	497.6569432	2553.336528	1179	542	134.7657562	54.170258922	1149	724	1066	54.170258922	584.8661361	54.170258922	142.2054385	1174.42635	285	4122	54.170258922	1755	1497	190.0742578	114.0232446	54.170258922	54.170258922	303.6092513	1976	713	372.3835035	54.170258922	334.6403418	54.170258922	121.4026107	172.832508	54.170258922	431.5370248
C00179_Agmatine	49.59759424	16.85195205	40.04548969	47.43742173	37.75630806	28.28234188	4.5	248.6085143	51.42515613	26.82354637	19.97509733	28.73354902	3.7	56.50314271	6.421940216	1.71	3.5	4.1	1.71	15.74448223	3.277669686	44.70231449	26	1.71	20.7341494	28.07702495	25.49107778	34.2210397	90.5761256	20.65484812	9.13424037	58.7807389	1.71	61.9276138	31.35369996	37.92902889	1.71	3.610184336	24.38019081	44.29772032	74.57878455	1.71	13.68365606	37.49163076	50.51595658	20.25645404	46.15224721	38.30034981	41.93198595	2.6	2	46.10024308	2.8	29	1.71	2.5	11	27.54015206	9.949256195	8.175589468	1.71	7.946052828	47.5106491	13.1004144	1.71	4.3	16.82326612	5.1	1.9	1.71	2.5	52	29.86098799	61.31778617	86.72597203	10.31010676	2.2	1.71	51.67350655	1.71	1.71	58.28991754	14.44482208	6.8	12.58328802	81.7983533	17	5.6	17.77933133	21	40.64669993	5.6	32.15845218	9.04977174	5.7	43.41431238
C00183_Val	1398.699011	4486.214509	1918.152114	610.549703	15395.62692	5030.687322	18040	10200.0276	2853.850497	458.0250856	445.0791406	5116.057751	8890	873.3129607	5978.240539	13392	12084	6260	12343	11261.97893	506.5331645	581.8644494	27946	714.1575023	2342.308618	9045.062986	728.4154497	926.6043654	1629.522539	14162.28993	418.1286476	1408.972117	1031.167256	2119.583318	601.9948537	586.4948459	17540	334.9352376	757.8643604	2465.48136	476.3574847	26251	25064.98286	3909.544688	966.9599007	982.4082792	16500.27319	2676.667254	2006.555692	11102	20029	867.083645	7670	5803	2618	14419	22827	714.4022068	1108.685416	530.9053722	596.001432	325.1695554	598.9591052	610.0314842	11514	34361	3475.210418	3533	11247	6298	32492	6234	456.9205971	2971.566146	10104.34479	666.5676694	5606	12041	797.05318	4654	9652	12257.44608	695.3861537	554	829.2540585	16155.64296	20227	3847	13733.21121	708	5838.050646	642	380.2914286	845.5086986	759	11459.78777
C00186_Lactate	4051.177569	5222.417781	3421.957503	2984.458621	16383.06128	147605.1235	27184	130996.7522	2928.080215	2029.366688	2637.751323	3664.835277	40224	2437.794655	5449.250948	287769	64543	3014	32388	1729.700465	531.9050087	431.7223383	129209	494.4329334	2039.106101	1486.892692	1004.132066	1943.518728	1540.085544	1985.685798	777.0808086	1819.905342	1522.013096	5707.804299	736.1201198	1263.704776	8771	1321.836046	1337.723559	4538.988928	2649.219169	1142	210.6	953.798006	2627.869831	210.6	23918.22	210.6	1516.40659	23466	62745	210.6	34930	1762	234	14375	29122	1827.07976	519.5756649	522.7781831	610.1461444	914.8141278	1258.462092	857.3759489	1537	56478	1423.58289	2667	25448	964	22710	210.6	520.6932994	2778.506986	732.1213895	1657.471573	396	1444	475.5169469	801	15370	1021.357834	964.2469349	357	1770.985025	6932.944343	81806	2892	3619.688092	445	1839.650843	210.6	528.8948048	1574.701845	427	25187.56072
C00188_Thr	917.4479206	252.6417094	1363.051909	493.2516638	646.9880572	2688.043234	2849	7018.31742	596.2146027	289.0937391	266.9216583	472.1392292	999	767.7502015	4726.566828	9793	8922	1433	985	507.1988414	245.4700214	939.9580118	1826	424.4186244	819.9284708	1164.577154	488.0503057	786.901838	796.0437971	1748.789666	305.3382076	927.6404026	568.4652352	1569.754101	540.3497084	546.8108427	8682	303.711138	736.9735896	4591.18722	1007.047541	6107	1127.474332	1097.726471	656.0976486	716.0700977	590.668088	1188.470025	709.9786771	2594	8712	1032.200666	7645	4683	150	4500	11766	621.3583996	427.8501924	431.6906181	385.0121678	239.3479911	962.7575811	1124.603114	401	31679	572.979333	522	1718	173	402	1574	449.8351277	704.7255334	907.8273013	689.5700304	266	592	887.3355242	104	189	1079.166747	371.8623295	316	451.0251608	742.8936175	7733	783	833.2344792	362	6318.276314	534	311.2620204	578.2202547	489	1628.217783
C00191_Glucuronate	49.700670795	49.700670795	49.700670795	49.700670795	869.459848	49.700670795	49.700670795	1479.966113	49.700670795	49.700670795	49.700670795	2003.442488	49.700670795	465.5847696	7282.44035	1841	49.700670795	49.700670795	49.700670795	252.0879203	49.700670795	49.700670795	529	49.700670795	49.700670795	49.700670795	49.700670795	286.3728246	49.700670795	204.6353038	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	197.7730717	49.700670795	49.700670795	319.7966608	49.700670795	49.700670795	49.700670795	5702.219156	190.1635548	351.2223279	49.700670795	49.700670795	49.700670795	596	872	49.700670795	49.700670795	989	109.5441254	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	194.5305616	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	49.700670795	439.5942115	49.700670795	49.700670795	426	49.700670795	49.700670795	49.700670795	49.700670795	55.22296755	49.700670795	49.700670795	342.3707293	937.845191	9792	3979	954.1158505	49.700670795	166.7875069	49.700670795	149.0590681	49.700670795	49.700670795	49.700670795
C00212_Adenosine	76.00195243	20.39165549	39.1132196	36.27241871	360.39422	54.44158953	5.2	20.62866427	19.73468612	20.12358581	11.46836451	22.8973515	9.1	60.10917991	3.777404889	2.61	110	2.9	9.8	27.88263515	13.2504008	31.85524502	11	15.56588948	39.19763713	101.0788743	20.95614697	10.1194728	52.79837117	23.22681491	16.84487708	69.45204451	188.3956153	159.3178126	65.98428693	46.10329687	9.6	22.47156083	17.13837804	17.41624106	61.50019173	4.6	310.9506379	278.4403263	104.5270776	29.27810863	61.29022167	63.03861952	42.79238533	8	16	24.26122369	36	29	4.2	6.2	7.9	51.75461919	31.49122841	35.002406	2.61	10.51415374	153.1958367	94.86073498	9.1	9.2	86.81719908	14	19	2.61	9.1	55	46.1970943	155.389685	19.1762106	23.80194137	47	42	64.5094274	11	14	50.54589931	45.37507164	11	75.16389418	80.71858378	42	13	122.1975909	38	123.524961	24	52.21351431	70.30814446	39	34.67032184
C00213_Sarcosine	291.2384838	231.2791136	348.6689476	189.3905668	395.5256681	1608.361	304	67.8899557	549.8478268	37.79161776	104.9573819	51.04661024	18.259875378	179.2379886	54.768919	692	644	103	125	86.04802687	30.35336735	102.1451594	322	45.92152838	145.9541637	144.3502323	46.88992534	628.7682606	154.8509413	997.3576172	61.87130852	103.8693662	1209.831044	181.0442082	123.3361117	121.6724841	477	40.87656825	114.8296941	354.7387271	48.23858611	1081	792.7156657	711.1429851	134.1637927	92.18518312	853.4525294	244.7407779	159.7095567	54	18.259875378	51.01592055	510	155	34	176	569	231.2805576	42.76793301	110.222674	20.28875042	41.15486245	211.395714	988.9288366	91	694	300.8607323	321	161	18.259875378	263	248	39.55384182	196.3103591	260.7919444	528.3908841	225	410	66.48524951	144	76	285.1368858	42.86044375	70	212.6265443	114.1363255	317	300	4262.624629	51	327.7030964	124	98.40197277	68.7670835	261	64.49894869
C00214_Thymidine	310.9769205	66.954019959	66.954019959	173.5693696	211.0242782	66.954019959	264	233.8197701	629.4887155	570.6152472	66.954019959	66.954019959	325	66.954019959	66.954019959	129	452	93	450	259.765976	257.4731322	284.7370913	66.954019959	294.2171504	178.9160434	66.954019959	66.954019959	66.954019959	66.954019959	304.1033248	222.3615204	66.954019959	245.4739681	66.954019959	477.5569426	404.074891	66.954019959	315.1260789	66.954019959	66.954019959	66.954019959	315	195.1365161	385.1265941	66.954019959	227.7339635	66.954019959	184.3291369	66.954019959	392	898	98.8137484	386	735	519	531	378	299.2931423	519.0056446	66.954019959	412.7863813	66.954019959	66.954019959	284.5980106	840	205	66.954019959	136	375	623	142	371	221.2946184	196.1793083	222.5719047	378.3857772	214	66.954019959	379.3726881	502	478	247.7777348	335.7201635	385	144.7061495	103.6072845	227	145	66.954019959	488	236.7515434	286	317.373399	74.39335551	323	174.0594786
C00242_Guanine	25.18789415	4.3868578572	18.13061997	4.3868578572	25.46720743	171.4242408	4.3868578572	30.84311945	18.31406745	4.3868578572	20.15683743	72.99347436	4.3868578572	4.3868578572	4.3868578572	24	155	4.3868578572	4.3868578572	4.3868578572	71.91882898	44.77118172	4.3868578572	27.3656816	97.10056543	7.65000745	4.3868578572	4.3868578572	17.13777783	12.90294291	23.81044002	120.3065412	4.3868578572	102.8489702	57.4241484	7.871175207	67	14.16455946	6.010809651	4.3868578572	22.43874881	127	4.3868578572	11.9384742	20.38477282	5.890962032	33.87269247	4.874286508	12.29061387	49	105	4.3868578572	51	97	4.3868578572	161	4.3868578572	23.1949842	5.414115213	6.725809191	6.164932077	13.49309276	4.3868578572	84.17533199	31	4.3868578572	4.3868578572	4.3868578572	4.3868578572	4.3868578572	4.3868578572	4.3868578572	25.72514148	4.3868578572	4.3868578572	26.54772035	4.3868578572	4.3868578572	26.70281452	51	4.3868578572	10.49688398	48.77086018	4.3868578572	17.32858178	50.41468252	75	4.3868578572	4.3868578572	4.3868578572	44.62167148	4.3868578572	4.3868578572	4.3868578572	4.3868578572	4.3868578572
C00245_Taurine	1739.657562	1248.147394	406.2935779	5045.017201	1769.969126	2302.020346	431	2946.746494	7968.20647	174.4659082	1336.361916	5257.445509	69.293424996	1486.984958	123.1421388	307	1467	784	552	11976.184	69.293424996	560.2708863	5603	69.293424996	3546.904537	811.9752889	258.2550153	5570.000862	69.293424996	5444.488601	69.293424996	10358.24998	297.6297289	3477.815632	69.293424996	5129.805132	69.293424996	69.293424996	1401.540547	4360.190851	123.5732469	3605	1464.411782	7618.158208	7389.851713	780.2163949	1597.154314	1660.086975	2657.855589	282	69.293424996	185.0526017	2993	4491	69.293424996	440	3312	2316.307755	460.4041604	69.293424996	3168.054008	69.293424996	69.293424996	2346.837825	69.293424996	3237	858.3325613	1183	69.293424996	69.293424996	11416	757	96.30840671	1121.125431	1608.45182	3216.211827	855	69.293424996	1798.346792	69.293424996	69.293424996	770.4897419	76.99269444	69.293424996	691.8346515	3352.133964	1172	411	3310.691822	215	4723.26034	69.293424996	8618.626708	172.8729761	288	3550.199332
C00246_Butyrate	51874.20955	77230.40531	17262.59173	33048.85331	57497.74995	68304.71679	19788	5227.300316	66295.11543	34755.33044	99920.26287	23199.28788	13344	41961.76365	3932.634439	5723	26777	13344	11902	12920.77272	22065.68862	79476.75959	10311	27965.14139	53213.43394	112884.3457	43648.42738	41035.30771	119425.6569	41934.22906	29144.40664	52981.91354	26166.34752	55088.16616	56882.11246	22177.06402	61126	17692.63845	37250.18774	23596.04733	38567.48386	27103	70773.9592	20306.16328	43662.52251	39758.32823	16331.40755	99935.35167	35396.99377	20162	25218	54034.38776	17763	5252	16689	25467	37437	28161.13826	24742.45119	30258.61553	22994.55212	54432.99713	78443.3173	20126.74276	40498	35836	40588.97252	14758	30996	17307	16399	77103	35613.29056	101716.6441	88917.60721	68387.76197	45042	32343	56189.52913	31553	26712	87305.24859	41205.41187	37828	41376.17068	22152.14456	60042	47977	64336.76391	84498	15244.77618	25583	40472.31061	26951.08702	37987	20421.42165
C00250_Pyridoxal	1.5741126099	1.5741126099	11.8282716	9.701464175	9.523875028	9.410731979	1.5741126099	1.5741126099	1.5741126099	8.766170012	1.5741126099	1.5741126099	1.5741126099	12.74681719	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	10.58188593	1.5741126099	8.2902692	1.5741126099	1.5741126099	17.6078166	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	15.59241032	1.5741126099	1.5741126099	1.5741126099	14	13.85254327	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	13.93343759	1.5741126099	20.79078034	1.5741126099	13.47158619	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	13.73268799	15.80853793	1.5741126099	1.749014011	1.5741126099	1.5741126099	1.5741126099	24	1.5741126099	15.46034806	1.5741126099	1.5741126099	25	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	18.03331477	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	1.5741126099	6.940011886	1.5741126099	2.112681242	1.5741126099	1.5741126099	1.5741126099
C00253_Nicotinate	49.908082752	49.908082752	49.908082752	49.908082752	269.5735264	49.908082752	626	49.908082752	348.9856787	49.908082752	49.908082752	49.908082752	656	174.0026989	49.908082752	833	1483	49.908082752	1141	49.908082752	49.908082752	49.908082752	49.908082752	49.908082752	49.908082752	49.908082752	49.908082752	49.908082752	329.5944292	384.5993708	287.9965325	49.908082752	70.6356789	370.3744362	110.544917	49.908082752	1228	49.908082752	49.908082752	49.908082752	49.908082752	714	436.5585401	200.4427521	188.8842191	100.3632949	49.908082752	688.0332569	49.908082752	890	1432	64.74261612	445	645	317	363	1534	106.5313353	153.3870151	49.908082752	49.908082752	316.0585139	55.45342528	150.0566181	664	596	80.54998452	49.908082752	1173	385	453	401	93.25577667	49.908082752	207.7579828	49.908082752	321	981	158.9083213	1670	1410	49.908082752	802.7477774	49.908082752	49.908082752	49.908082752	317	49.908082752	171.9795932	341	49.908082752	196	49.908082752	49.908082752	187	62.63754849
C00255_Riboflavin	6.189088761	6.189088761	6.189088761	6.189088761	65.71566645	6.189088761	6.189088761	70.40012287	59.96322446	6.189088761	6.189088761	67.99272436	6.189088761	6.189088761	6.189088761	6.189088761	6.189088761	6.189088761	149	64.46595491	6.189088761	6.189088761	111	51.76735694	66.56062069	6.189088761	6.189088761	6.189088761	6.189088761	84.07740489	80.72025502	6.189088761	6.189088761	221.6833464	151.4313087	181.131659	94	6.189088761	6.189088761	6.189088761	75.23388516	99	52.99528198	78.11752279	6.189088761	67.08788809	105.7263583	103.2593203	6.189088761	96	122	8.870761312	169	124	99	90	117	93.63059403	98.88149582	82.57152829	177.3127084	43.1615936	6.189088761	6.189088761	98	6.189088761	25.85099183	6.189088761	117	66	57	90	42.18353543	6.189088761	69.71233478	86.57745389	91	97	41.46154687	135	108	76.45609661	79.7407077	61	6.189088761	6.189088761	6.189088761	6.189088761	6.189088761	6.189088761	6.189088761	52	9.642427864	38.59934769	55	6.87676529
C00262_Hypoxanthine	5.094839906	9.97750409	16.93716718	7.265216419	11.06794567	7.698666185	390	14.83934474	3.691108647	4.10123183	6.010411787	3.691108647	167	6.496735658	3.691108647	2133	3783	298	986	3.691108647	10.94462691	10.91540267	907	7.711742826	10.33175459	11.3239555	7.937025128	3.691108647	8.684180465	34.02914042	13.73854621	9.179176862	5.811374944	43.73622335	9.817698334	6.9717588	853	8.960828931	5.772792038	3.691108647	10.77965755	92	55.48000655	37.44575141	3.691108647	3.691108647	95.76238852	21.06310204	31.35869142	1624	1484	3.691108647	1021	1439	24	95	2002	25.82968088	12.46116241	7.851585036	26.64746678	17.48030915	12.44516315	8.4182431	52	28	13.99978988	245	392	68	3.691108647	85	3.691108647	3.691108647	15.4156058	178.6833439	3.691108647	545	12.10965246	400	217	16.9659368	18.31159795	3.691108647	3.691108647	79.94151494	1880	3.691108647	98.20948984	22	3.691108647	38	3.691108647	3.691108647	26	3.691108647
C00263_Homoserine	80.74150291	97.57129851	99.60588349	60.27745687	87.65074646	177.7455405	67	81.69787392	202.5203695	15.21790043	25.98009221	72.6054795	69	59.83588051	12.635821368	74	105	33	207	65.22419253	17.27086803	59.05050064	12.635821368	29.1152787	82.73259287	69.14357165	47.5810888	39.09210749	52.43587391	134.7033847	25.6560354	44.1943267	54.77941051	58.17553737	34.10670551	29.9977253	12.635821368	29.12220797	152.5438753	195.1940653	41.70663994	12.635821368	68.8565181	31.82131415	33.64977481	46.96629023	50.58283664	87.47886056	17.66665799	12.635821368	12.635821368	50.82764241	12.635821368	153	12.635821368	12.635821368	12.635821368	47.12438811	31.08093085	28.48195514	14.03980152	29.46053279	48.52648304	22.52861901	12.635821368	12.635821368	46.3546123	39	12.635821368	12.635821368	12.635821368	197	28.56508302	52.80270868	45.48532047	116.3831027	12.635821368	118	43.45492593	124	12.635821368	280.7507603	42.94532315	31	49.86217624	12.635821368	12.635821368	12.635821368	113.7134479	72	236.4273041	33	34.54834943	29.506774	62	155.8748761
C00270_N-Acetylneuraminate	154.6248974	20.022252525	122.9323648	61.16542304	194.0536013	53.9601549	2519	5370.488099	20.022252525	20.022252525	20.022252525	20.022252525	20.022252525	118.8039063	245.1972937	6819	1454	1648	593	66.43329602	30.4150672	20.022252525	2181	20.022252525	20.022252525	20.022252525	152.3038658	176.3304775	20.022252525	215.0464515	20.022252525	20.022252525	20.022252525	151.5991293	20.022252525	37.53143104	3811	20.022252525	20.022252525	113.681752	20.022252525	3336	532.5505901	66.5783341	20.022252525	41.78518458	20.022252525	109.4395296	86.2942593	20.022252525	5248	37.03504804	3206	3081	20.022252525	20.022252525	419	20.022252525	20.022252525	22.24694725	20.022252525	70.10254207	83.90001279	20.022252525	193	2547	71.57174658	20.022252525	20.022252525	20.022252525	20.022252525	20.022252525	20.022252525	269.6106904	86.66333877	157.2569606	20.022252525	230	20.022252525	20.022252525	20.022252525	105.42561	20.022252525	20.022252525	72.37895929	923.0229959	650	20.022252525	20.022252525	20.022252525	223.7774695	20.022252525	51.78471432	81.96304859	30	20.022252525
C00294_Inosine	79.405991	9.046585692	381.7703115	64.31860716	140.1628499	33.29502405	9.046585692	9.046585692	10.05176188	53.94351714	62.39989404	33.20680971	9.046585692	169.7989029	39.26358496	28	46	9.046585692	9.046585692	9.046585692	52.2823768	108.7643451	9.046585692	65.56055229	114.1601881	142.7862828	105.5125681	84.63004158	126.2538791	149.8914282	9.046585692	85.81535455	76.47030852	761.4000805	49.32435874	36.6585604	9.046585692	20.57810232	44.95966799	9.046585692	45.2751305	9.046585692	661.3848323	215.2482742	73.10321487	72.82608756	106.4105793	222.8188514	163.0673277	71	351	20.94584305	79	165	9.046585692	9.046585692	9.046585692	137.4000367	131.3378264	70.52774063	17.88533344	68.52412206	169.5350368	26.47296508	9.046585692	9.046585692	256.079927	9.046585692	9.046585692	9.046585692	9.046585692	314	68.42727354	142.2673394	63.89142376	75.36483993	9.046585692	9.046585692	253.7536811	9.046585692	9.046585692	123.5734985	255.772074	9.046585692	82.86499461	96.3946966	248	76	234.178092	94	37.27644151	9.046585692	131.8989246	178.2224054	71	104.659779
C00296_Quinate	2940.039602	1138.141151	33.724922085	33.724922085	432.1846891	33.724922085	33.724922085	1265.606075	33.724922085	33.724922085	33.724922085	67.45735609	114	1301.417047	11342.60329	355	211	1074	702	8738.770318	33.724922085	51.07239184	33.724922085	33.724922085	372.4778872	145.0042983	33.724922085	196.3011342	33.724922085	33.724922085	33.724922085	93.20701941	1764.585946	33.724922085	435.9742847	4010.985493	1456	108.188823	33.724922085	1731.682127	178.2880588	322	963.7559773	242.8049222	33.724922085	39.87395593	33.724922085	177.1154723	138.6555919	1698	33.724922085	2362.001073	16177	5356	123	33.724922085	4453	316.6524371	96.07604521	95.41485712	4093.371189	1332.246	92.3755537	54.13375199	135	33.724922085	202.5275866	33.724922085	377	33.724922085	227	185	82.64947842	100.654127	148.6927277	1527.332287	743	69	69.8917052	5559	2646	1645.661588	1905.038087	1441	39.7208771	81.42681599	282	33.724922085	219.9354206	33.724922085	71.06518118	33.724922085	37.47213565	58.19954132	33.724922085	47.28287373
C00299_Uridine	383.6762915	23.333596569	23.333596569	311.6653492	463.076056	23.333596569	454	23.333596569	23.333596569	23.333596569	23.333596569	23.333596569	362	287.999054	149.0237278	875	485	203	23.333596569	308.337702	119.2670422	106.358549	1518	95.45345143	227.4549298	23.333596569	23.333596569	23.333596569	342.2993312	312.9076124	137.8254828	23.333596569	25.92621841	655.8499676	154.8830877	23.333596569	887	256.5370599	23.333596569	234.4460723	23.333596569	684	475.7939653	542.2072837	23.333596569	233.955191	1258.584643	321.9806621	265.4030403	569	1522	376.5348432	1589	1362	424	683	987	677.9111872	363.6861458	133.5290672	226.0049889	120.3891889	414.3198635	334.8645266	544	1676	157.7011359	275	471	23.333596569	449	442	155.3499453	450.9519899	242.5436449	284.7405775	403	825	343.0516858	23.333596569	465	378.8826466	323.4636175	252	23.333596569	23.333596569	347	201	511.3176701	324	35.75474622	23.333596569	372.1681454	210.8243745	293	263.3086073
C00300_Creatine	822.5713432	2253.364627	486.727448	1091.656028	5949.33387	2679.255723	1440	2134.029196	7071.707516	52.54608457	151.0009829	1127.399871	7.3761651477	1311.760847	3895.847191	4964	123	1588	21	467.9085645	32.42547054	42.51979792	11360	31.04167769	711.748811	128.7478092	40.87673747	3442.454936	251.1205502	261.3324789	90.71616392	69.18651902	1139.070828	591.7132497	20.69672286	261.5811019	426	10.39128263	602.9743586	4078.597928	76.67962506	2018	11309.89946	2681.887577	49.01186634	42.4165227	4146.398953	411.2660687	1565.613593	149	44	928.8598435	4394	2070	45	195	723	361.1746624	282.8304146	15.32811987	16.92414776	37.78707568	520.7214387	578.1331018	30	3730	1092.626556	630	35	26	6144	146	10.96359011	1161.369961	1007.607849	2706.48442	2184	71	17.01440208	30	9.5	206.7423067	8.195739053	13	1937.018649	3055.604287	5605	3579	3714.946243	33	4262.698796	49	92.82385125	536.9753124	655	4890.607887
C00314_Pyridoxine	10.19965163	1.632724359	1.4298891543	1.4298891543	5.075176457	7.091358552	1.4298891543	8.52531128	10.38668023	11.57800324	1.4298891543	1.4298891543	1.4298891543	1.4298891543	1.4298891543	1.4298891543	1.4298891543	1.4298891543	1.4298891543	10.93525154	1.4298891543	4.574669728	1.4298891543	13.9593355	6.210437548	1.4298891543	1.4298891543	1.4298891543	16.0403735	1.4298891543	1.4298891543	8.636135627	12.04879238	34.48726527	23.73792694	1.4298891543	1.4298891543	1.4298891543	7.201752827	9.952668753	1.588765727	1.4298891543	1.4298891543	6.698762684	1.4298891543	8.70080081	1.4298891543	4.418707521	1.4298891543	9.9	1.4298891543	5.218424346	4.7	3.2	9.7	1.4298891543	1.4298891543	5.11234389	16.8527761	1.4298891543	21.31440146	1.4298891543	2.38850772	3.475154161	1.4298891543	1.4298891543	1.4298891543	1.4298891543	7.2	6.8	1.4298891543	1.4298891543	1.4298891543	1.4298891543	13.22251584	1.4298891543	9.9	8.2	9.336675523	8.3	1.4298891543	25.23321811	1.4298891543	1.4298891543	1.4298891543	1.4298891543	1.4298891543	1.4298891543	1.4298891543	1.4298891543	4.312697967	1.4298891543	1.4298891543	35.04515891	1.4298891543	1.4298891543
